"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3799231";"";"0";"405.26";"0";"4.02";"20";"Brc1ccc(cc1)c2cnc3nnc(Cc4c[nH]c5ccccc45)n3n2";"IC50";"'='";"129.2";"nM";"6.89";"";"";"UO_0000065";"17";"0.36";"2.87";"9.6";"False";"CHEMBL3801041";"Inhibition of recombinant c-Met (unknown origin) using poly (Glu, Tyr) 4:1 as substrate incubated for 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797175";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";""
"CHEMBL3797914";"";"0";"342.37";"0";"2.06";"14";"Cn1cc(cn1)c2cnc3nnc(Cc4ccc5ncccc5c4)n3n2";"IC50";"'='";"0.46";"nM";"9.34";"";"";"UO_0000065";"27.27";"0.49";"7.28";"10.77";"False";"CHEMBL3801041";"Inhibition of recombinant c-Met (unknown origin) using poly (Glu, Tyr) 4:1 as substrate incubated for 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797175";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";""
"CHEMBL3260952";"";"0";"504.97";"1";"4.49";"7e";"Cc1ccc(cc1)N2CCCC(C(=O)Nc3ccc(Oc4ccnc(N)c4Cl)c(F)c3)S2(=O)=O";"IC50";"'='";"165.5";"nM";"6.78";"";"";"UO_0000065";"13.43";"0.27";"2.29";"5.92";"False";"CHEMBL3268019";"Inhibition of c-Met (unknown origin) using poly Glu:Tyr (4:1) as substrate after 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259531";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";""
"CHEMBL3220878";"";"0";"502.5";"1";"3.77";"8";"C[C@H](N)C(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F";"IC50";"'='";"1.2";"nM";"8.92";"";"";"UO_0000065";"17.75";"0.34";"5.15";"7.58";"False";"CHEMBL3226601";"Inhibition of c-Met (unknown origin) using poly (Glu, Tyr) 4:1 as substrate after 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217558";"1";"Scientific Literature";"MedChemComm";"2012";""
"CHEMBL460468";"";"0";"542.57";"2";"5.07";"(S)-58a";"COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(C[C@H](C)O)N(C4=O)c5ccccc5)cc3F)ccnc2c1";"IC50";"'='";"23";"nM";"7.64";"";"";"UO_0000065";"14.08";"0.26";"2.57";"7.1";"False";"CHEMBL2032458";"Inhibition of HGF-mediated c-Met autophosphorylation in human PC3 cells after 10 mins by quantitative electrochemiluminescent immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"PC-3";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029218";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307570"
"CHEMBL2032283";"";"0";"566.54";"0";"4.63";"7c";"Nc1ncc(cc1c2oc3c(c(O)ccc3n2)c4ccccc4)c5cnn(c5)C6CCNCC6.OC(=O)C(F)(F)F";"IC50";"'='";"48";"nM";"7.32";"";"";"UO_0000065";"16.17";"0.29";"2.69";"6.36";"False";"CHEMBL2034187";"Inhibition of recombinant c-Met by time resolved-fluorescence resonance energy transfer analysis";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029247";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL2001019";"PF-04217903";"1";"372.39";"0";"1.67";"4, PF-4217903";"OCCn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2";"IC50";"'='";"4";"nM";"8.4";"";"";"UO_0000065";"22.55";"0.41";"6.73";"7.82";"False";"CHEMBL3583343";"Inhibition of C-Met (unknown origin) using polu (Glu,Tyr)4:1 substrate after 30 mins incubation by multi-well spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580555";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2015";""
"CHEMBL2032160";"";"0";"531.54";"0";"4.08";"3d";"CCCNc1ccc2nc(oc2c1)c3cc(cnc3N)c4cnn(c4)C5CCNCC5.OC(=O)C(F)(F)F";"IC50";"'='";"150";"nM";"6.82";"";"";"UO_0000065";"16.34";"0.3";"2.74";"6.39";"False";"CHEMBL2034187";"Inhibition of recombinant c-Met by time resolved-fluorescence resonance energy transfer analysis";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029247";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL2032154";"";"0";"540.51";"0";"3.65";"2b";"Nc1ncc(cc1c2oc3cc(ccc3n2)c4cc[nH]n4)c5cnn(c5)C6CCNCC6.OC(=O)C(F)(F)F";"IC50";"'='";"210";"nM";"6.68";"";"";"UO_0000065";"15.66";"0.29";"3.03";"5.41";"False";"CHEMBL2034187";"Inhibition of recombinant c-Met by time resolved-fluorescence resonance energy transfer analysis";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029247";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL505896";"";"0";"610.69";"2";"5.63";"1, AM7";"COc1cc2c(Oc3ccc(cc3F)C4=CN=C(Cc5ccccc5)N(C)C4=O)ccnc2cc1OCCCN6CCOCC6";"IC50";"'='";"8.9";"nM";"8.05";"";"";"UO_0000065";"13.18";"0.24";"2.42";"9.15";"True";"CHEMBL2388736";"Inhibition of wild type GST-tagged c-Met kinase domain (1058 to 1365) (unknown origin) expressed in Sf9 cells by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"Sf9";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385045";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3308860"
"CHEMBL3417494";"";"0";"489.58";"0";"4.13";"SB-2";"COc1ccc2ccn(C3=NN(Cc4cccc(NC(=O)OCCCCN(C)C)c4)C(=O)C=C3)c2c1";"IC50";"'='";"583";"nM";"6.23";"";"";"UO_0000065";"12.73";"0.24";"2.1";"6.88";"False";"CHEMBL3420280";"Inhibition of recombinant c-Met (unknown origin) using poly (Glu,Tyr)4:1 substrate incubated for 60 mins by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414492";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";""
"CHEMBL3417498";"";"0";"495.53";"0";"4.4";"SB-6";"CN(C)CCCCOC(=O)Nc1cccc(CN2N=C(C=CC2=O)n3ccc4c(F)cc(F)cc34)c1";"IC50";"'='";"89";"nM";"7.05";"";"";"UO_0000065";"14.23";"0.27";"2.65";"8.66";"False";"CHEMBL3420280";"Inhibition of recombinant c-Met (unknown origin) using poly (Glu,Tyr)4:1 substrate incubated for 60 mins by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414492";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";""
"CHEMBL3287590";"";"0";"583.58";"1";"3.85";"10d";"CS(=O)(=O)Cn1ccc(Nc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)n2)n1";"IC50";"'='";"44.8";"nM";"7.35";"";"";"UO_0000065";"12.59";"0.24";"3.5";"4.67";"False";"CHEMBL3292047";"Inhibition of c-Met (unknown origin) using poly (Glu,Tyr)4:1 as substrate after 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286177";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2014";""
"CHEMBL512616";"";"0";"387.41";"0";"4.14";"35";"CN1CCN(CC1)c2cnc3cc(cc(Nc4ccccc4)c3n2)C(F)(F)F";"IC50";"'='";"1900";"nM";"5.72";"";"";"UO_0000065";"14.77";"0.28";"1.58";"12.92";"True";"CHEMBL1029826";"Inhibition of human recombinant his-tagged c-Met by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154528";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL2001019";"PF-04217903";"1";"372.39";"0";"1.67";"2, PF-04217903";"OCCn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2";"IC50";"'='";"4";"nM";"8.4";"";"";"UO_0000065";"";"";"";"";"True";"CHEMBL2175489";"Antagonist activity at c-MET receptor in human A549 cells assessed as inhibition of autophosphorylation after 1 hr by ELISA";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"A549";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169886";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307651"
"CHEMBL3287321";"";"0";"593.61";"2";"5.19";"10a";"CS(=O)(=O)Cc1ccc(Nc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)n2)cc1";"IC50";"'='";"23.4";"nM";"7.63";"";"";"UO_0000065";"12.85";"0.25";"2.44";"5.47";"False";"CHEMBL3292047";"Inhibition of c-Met (unknown origin) using poly (Glu,Tyr)4:1 as substrate after 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286177";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2014";""
"CHEMBL3287600";"";"0";"465.46";"0";"4.48";"10n";"Fc1ccc(NC(=O)C2(CC2)C(=O)Nc3ccc(Oc4ccnc(NC5CC5)n4)c(F)c3)cc1";"IC50";"'='";"168.9";"nM";"6.77";"";"";"UO_0000065";"14.55";"0.27";"2.29";"6.44";"False";"CHEMBL3292047";"Inhibition of c-Met (unknown origin) using poly (Glu,Tyr)4:1 as substrate after 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286177";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2014";""
"CHEMBL2029678";"";"0";"462.54";"0";"3.53";"3";"COCCOc1cnc2ccc(cc2c1)[C@H](C)n3nnc4C=CN(C(=O)c34)c5cc(C)ns5";"IC50";"'='";"2";"nM";"8.7";"";"";"UO_0000065";"18.81";"0.36";"5.17";"8.97";"False";"CHEMBL3788752";"Inhibition of HGF-mediated MET autophosphorylation in human PC3 cells preincubated for 1 hr followed by stimulation with human HGF measured after 10 mins by electrochemiluminescence immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"PC-3";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3784965";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3307570"
"CHEMBL3260960";"";"0";"472.88";"0";"4.77";"18a";"Nc1nccc(Oc2ccc(NC(=O)C3CCCN(C3=O)c4ccc(F)cc4)cc2F)c1Cl";"IC50";"'='";"427";"nM";"6.37";"";"";"UO_0000065";"13.47";"0.26";"1.6";"6.53";"False";"CHEMBL3268019";"Inhibition of c-Met (unknown origin) using poly Glu:Tyr (4:1) as substrate after 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259531";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";""
"CHEMBL3402762";"TEPOTINIB";"2";"492.58";"0";"4.01";"EMD-1214063";"CN1CCC(COc2cnc(nc2)c3cccc(CN4N=C(C=CC4=O)c5cccc(c5)C#N)c3)CC1";"IC50";"'='";"3";"nM";"8.52";"";"";"UO_0000065";"17.3";"0.31";"4.51";"8.79";"False";"CHEMBL3767620";"Inhibition of c-Met (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763130";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";""
"CHEMBL2431839";"";"0";"373.37";"0";"4.21";"14A";"Fc1ccc(cc1F)c2ccc3nnc(Cc4ccc5ncccc5c4)n3n2";"IC50";"'='";"48";"nM";"7.32";"";"";"UO_0000065";"19.6";"0.36";"3.11";"13.08";"False";"CHEMBL2433360";"Inhibition of c-Met autophosphorylation in human A549 cells after 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"A549";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429765";"1";"Scientific Literature";"J. Med. Chem.";"2013";"CHEMBL3307651"
"CHEMBL2431823";"";"0";"399.43";"0";"4.64";"19C";"COc1ccc(cc1F)c2ccc3nnc([C@@H](C)c4ccc5ncccc5c4)n3n2";"IC50";"'='";"8";"nM";"8.1";"";"";"UO_0000065";"20.27";"0.37";"3.46";"12.42";"False";"CHEMBL2433360";"Inhibition of c-Met autophosphorylation in human A549 cells after 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"A549";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429765";"1";"Scientific Literature";"J. Med. Chem.";"2013";"CHEMBL3307651"
"CHEMBL3919372";"";"0";"525.63";"2";"2.12";"BDBM238952";"Cn1cc(cn1)c2cnc3nnn(CC4CCCN(C4)c5ncc(cn5)c6cnn(c6)C7CCNCC7)c3n2";"IC50";"'='";"2";"nM";"8.7";"";"417088";"UO_0000065";"16.55";"0.3";"6.58";"6.53";"False";"CHEMBL3888808";"Lanthanide Fluoro-Immunoassay: The c-Met kinase inhibitory activity was analyzed using dissociation enhanced lanthanide fluoro-immunoassay (DELFIA, Perkin Elmer), which is a kind of time-resolved fluorescence (TRF). 10 mL of the compound prepared in the present invention, as a test compound, was put in a Greiner 96-well V-shaped bottom plate, and a tyrosin kinase buffer (20 mL) mixed with a c-Met enzyme was added thereto, and then the enzyme and the test compound were stirred for 15 minutes, followed by culturing. An ATP solution (10 mL) was added thereto to proceed with a kinase reaction at room temperature for 30 minutes, and then a 50 mM ethylene diamine acetic acid solution (EDTA, 40 mL) was added to stop the reaction. After that, the reaction mixture was transferred to a plate coated with Streptavidin, followed by culturing under shaking. After 2 hours, the cultured material was washed three times with a PBS-T buffer (PBS 0.05% Tween 20). The europium-labeled anti-phosphotyrosine antibody was diluted to 1:2,500, and 100 mL of the diluent was added per well, followed by culturing under shaking. After 1 hour, the cultured material was washed three times with a PBS-T buffer (PBS 0.05% Tween 20). 100 mL of an enhancement solution was added, followed by shaking culturing for 5 minutes, and then the reaction material was read out within a wavelength range of 615/665 nm using a Wallac Envision 2103 device.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886840";"37";"BindingDB Database";"";"2016";""
"CHEMBL3950728";"";"0";"571.62";"2";"1.96";"BDBM238945";"Cn1cc(cn1)c2cnc3nnn(C[C@@H]4CN(CCO4)c5ncc(cn5)c6ccc(CN7CCOCC7)c(F)c6)c3n2";"IC50";"'='";"4";"nM";"8.4";"";"417092";"UO_0000065";"14.69";"0.27";"6.44";"6.72";"False";"CHEMBL3888808";"Lanthanide Fluoro-Immunoassay: The c-Met kinase inhibitory activity was analyzed using dissociation enhanced lanthanide fluoro-immunoassay (DELFIA, Perkin Elmer), which is a kind of time-resolved fluorescence (TRF). 10 mL of the compound prepared in the present invention, as a test compound, was put in a Greiner 96-well V-shaped bottom plate, and a tyrosin kinase buffer (20 mL) mixed with a c-Met enzyme was added thereto, and then the enzyme and the test compound were stirred for 15 minutes, followed by culturing. An ATP solution (10 mL) was added thereto to proceed with a kinase reaction at room temperature for 30 minutes, and then a 50 mM ethylene diamine acetic acid solution (EDTA, 40 mL) was added to stop the reaction. After that, the reaction mixture was transferred to a plate coated with Streptavidin, followed by culturing under shaking. After 2 hours, the cultured material was washed three times with a PBS-T buffer (PBS 0.05% Tween 20). The europium-labeled anti-phosphotyrosine antibody was diluted to 1:2,500, and 100 mL of the diluent was added per well, followed by culturing under shaking. After 1 hour, the cultured material was washed three times with a PBS-T buffer (PBS 0.05% Tween 20). 100 mL of an enhancement solution was added, followed by shaking culturing for 5 minutes, and then the reaction material was read out within a wavelength range of 615/665 nm using a Wallac Envision 2103 device.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886840";"37";"BindingDB Database";"";"2016";""
"CHEMBL3671314";"";"0";"564.5";"1";"4.56";"BDBM130915";"C[C@@H](Cc1c(F)c(F)cc(F)c1F)NC2=C(C(=O)NC=C2)c3nc4cc5C(=O)N(C(O)c5cc4[nH]3)c6cccnc6";"IC50";"'>'";"10000";"nM";"";"";"263080";"UO_0000065";"";"";"";"";"False";"CHEMBL3707777";"In Vitro Kinase Activity Assay: Compounds to be tested were dissolved in 100% DMSO in a range of concentrations from 10-8 to 10-3 M including negative control (DMSO), then diluted with Kinase Buffer (50 mM HEPES, pH 7.5, 1 mM EGTA, 10 mM MgCl2, 0.01% Tween-20, and 2 mM DTT, added fresh) to 4x the final concentration. The final curve included 11 concentrations (10-11 to 10-5 M) plus negative control DMSO tested in triplicate.Kinase and ATP concentrations necessary for optimal activity were determined in separate experiments. (Table 2). Briefly, increasing concentrations of kinase were incubated in a fixed concentration of ATP (200 uM) in Kinase Buffer to determine maximal activity at various time points (30-120 min). The concentration of kinase that resulted in maximal activity with the shortest incubation time was then incubated in Kinase Buffer with increasing concentrations of ATP.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639188";"37";"BindingDB Database";"";"2014";""
"CHEMBL4098250";"";"0";"705.76";"2";"7.77";"37";"COc1cc2c(Oc3ccc(NC(=O)C4=Nc5ccccc5N(C4=O)c6ccc(F)cc6)cc3F)ccnc2cc1OCCCN7CCC(C)CC7";"IC50";"'='";"3.57";"nM";"8.45";"";"";"UO_0000065";"11.97";"0.22";"0.68";"7.84";"False";"CHEMBL4057888";"Inhibition of c-Met (unknown origin) using poly (Glu, Tyr) 4:1 as substrate after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052772";"1";"Scientific Literature";"Bioorg Med Chem";"2017";""
"CHEMBL3321908";"";"0";"405.38";"1";"5.94";"7q";"FC(F)(F)c1ccc(cc1)c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3368963";"Inhibition of human recombinant c-Met pre-incubated for 5 mins before ATP/substrate peptide cocktail addition measured after 30 mins by colorimetric ELISA assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352651";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2014";""
"CHEMBL2401832";"";"0";"465.31";"1";"5.16";"6, OSI-296";"C[C@@H](Oc1c(N)ncc2c(coc12)C3=CCN(CC3)C(=O)N)c4c(Cl)ccc(F)c4Cl";"IC50";"'='";"600";"nM";"6.22";"";"";"UO_0000065";"13.37";"0.27";"1.06";"5.78";"False";"CHEMBL2406476";"Inhibition of cMET in human MKN45 cells assessed as phosphorylated MET levels after 4 hrs in presence of mouse plasma";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"CHEMBL3559721";"Plasma";"MKN-45";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2401646";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"CHEMBL3307603"
"CHEMBL3334554";"";"0";"341.38";"0";"2.82";"4";"Cn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3c2";"IC50";"'>'";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3369646";"Inhibition of c-Met (unknown origin) using Poly E4Y substrate and ATP incubated for 45 mins by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351544";"1";"Scientific Literature";"J. Med. Chem.";"2014";""
"CHEMBL3334558";"";"0";"348.4";"0";"2.28";"12";"Cn1cc(cn1)c2cnc3nnn(Cc4csc5ncccc45)c3n2";"IC50";"'='";"378";"nM";"6.42";"";"";"UO_0000065";"18.43";"0.35";"4.14";"7.37";"False";"CHEMBL3369646";"Inhibition of c-Met (unknown origin) using Poly E4Y substrate and ATP incubated for 45 mins by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351544";"1";"Scientific Literature";"J. Med. Chem.";"2014";""
"CHEMBL3334563";"";"0";"353.35";"0";"1.85";"25C";"N#Cc1ccc(cn1)c2cnc3nnn(Cc4ccc5nccn5c4)c3n2";"IC50";"'='";"17";"nM";"7.77";"";"";"UO_0000065";"21.99";"0.39";"5.92";"7.03";"False";"CHEMBL3369646";"Inhibition of c-Met (unknown origin) using Poly E4Y substrate and ATP incubated for 45 mins by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351544";"1";"Scientific Literature";"J. Med. Chem.";"2014";""
"CHEMBL3334552";"";"0";"400.33";"0";"1.97";"24A";"FC(F)(F)Cn1cc(cn1)c2cnc3nnn(Cc4n[nH]c5ncccc45)c3n2";"IC50";"'='";"8";"nM";"8.1";"";"";"UO_0000065";"20.23";"0.38";"6.13";"6.99";"False";"CHEMBL3369647";"Inhibition of c-Met autophosphorylation in human NCI-H441 cells for 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"NCI-H441";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351544";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3308121"
"CHEMBL1230609";"FORETINIB";"2";"632.66";"2";"5.77";"1, GSK1363289";"COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)ccnc2cc1OCCCN6CCOCC6";"IC50";"'='";"1.14";"nM";"8.94";"";"";"UO_0000065";"14.14";"0.27";"3.17";"8.04";"True";"CHEMBL2437782";"Inhibition of c-MET (unknown origin) using poly (Glu, Tyr) (4:1) as substrate after 30 mins by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434847";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
"CHEMBL3417496";"";"0";"477.54";"0";"4.26";"SB-4";"CN(C)CCCCOC(=O)Nc1cccc(CN2N=C(C=CC2=O)n3ccc4c(F)cccc34)c1";"IC50";"'='";"190";"nM";"6.72";"";"";"UO_0000065";"14.07";"0.26";"2.46";"8.26";"False";"CHEMBL3420280";"Inhibition of recombinant c-Met (unknown origin) using poly (Glu,Tyr)4:1 substrate incubated for 60 mins by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414492";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";""
"CHEMBL201511";"MALEIMIDE";"0";"378.38";"0";"2.76";"1";"COc1cc(cc(OC)c1OC)C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34";"IC50";"'='";"35000";"nM";"4.46";"";"";"UO_0000065";"11.78";"0.22";"1.7";"4.97";"False";"CHEMBL957981";"Inhibition of human recombinant MET";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157465";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL3417460";"";"0";"449.56";"0";"4.23";"6b";"CN(C)CCCCOC(=O)Nc1cccc(CN2N=C(Nc3ccccc3C)C=CC2=O)c1";"IC50";"'='";"1000";"nM";"6";"";"";"UO_0000065";"13.35";"0.25";"1.77";"6.78";"False";"CHEMBL3420280";"Inhibition of recombinant c-Met (unknown origin) using poly (Glu,Tyr)4:1 substrate incubated for 60 mins by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414492";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";""
